index,Tanggal,Username,Text,Text_Clean_Sambung,text_english
318,2022-10-31 15:52:48+00:00,ainajaena,nak tanya rakyat malaysia tahukan yang sekarang da boleh bukak mask sebab every where go mostly orang sekeliling still pakai mask bagus bagus nampaknya rakyat kita masih aware dengan wabak covid-19 nah bunga untuk malaysians,anak tanya rakyat malaysia tahukan sekarang da boleh bukak mask every where go mostly orang sekeliling still pakai mask bagus bagus nampaknya rakyat kita masih aware wabak covid-19 nah bunga malaysians,"I asked the people of Malaysia to know now that they can open the mask everywhere they go, mostly people around still wear masks, it&#39;s good, it seems that our people are still aware of the covid-19 epidemic, well, Malaysians"
319,2022-10-31 15:52:21+00:00,diskominfolebak,update kasus covid-19 dan vaksinasi covid-19 di kabupaten lebak tanggal oktober sumber  dinas kesehatan kabupaten lebak,update kasus covid-19 vaksinasi covid-19 kabupaten lebak tanggal oktober sumber dinas kesehatan kabupaten lebak,"Update on the Covid-19 case, Covid-19 vaccination, Lebak Regency, October, Source Lebak Regency Health Office"
320,2022-10-31 15:52:17+00:00,eeeooonnneee,get well soon akak buat minuman air kepala dengan lemon sebab tu je yang saya minum time +ve covid tempoh hari alhamdulillah deria bau dengan rasa ok batuk pun kurang,get well soon akak buat minuman air kepala lemon itu  je saya minum time +ve covid tempoh hari alhamdulillah deria bau rasa oke batuk kurang,"get well soon, I&#39;ll make a lemon water drink, I&#39;ll drink it at the time +ve covid, the length of the day, alhamdulillah, sense of smell, taste, cough less"
321,2022-10-31 15:51:17+00:00,pemudaatrsesat,cukup laahhh sakit badannya gegara covid bree,cukup laahhh sakit badannya gegara covid bree,"it&#39;s enough, my body hurts because of covid bree"
322,2022-10-31 15:50:11+00:00,mukesh15277473,rajasthan ke covid health assistant yuhi gumenge kya gujrat me pakki nokri de rhe ho,rajasthan covid health assistant yuhi gumenge kya gujrat me pakki nokri deh  rhe ho,rajasthan covid health assistant
323,2022-10-31 15:49:36+00:00,inyongmanise,bila janji lapor keuntungan formulae gak terbukti itu bohong gakbilang buat lab covid tak ada itu bohong gak bilang buat pabrik minyak goreng tp tak ada itu bohong gak bilang bangun ratusan ribu rumah dp  hanya terbangun kurang dari rb itu bohong ga,bila janji lapor keuntungan formulae tidak  terbukti bohong gakbilang buat lab covid tak bohong tidak  buat pabrik minyak goreng tapi  tak bohong tidak  bangun ratusan ribu rumah dp hanya terbangun kurang ribu  bohong tidak ,"if the promise to report the benefits of the formula is not proven to be a lie, don&#39;t say for the covid lab, don&#39;t lie, don&#39;t make a cooking oil factory, but don&#39;t lie, don&#39;t build hundreds of thousands of houses, dp only build less than a thousand, you&#39;re lying, no"
324,2022-10-31 15:48:29+00:00,ohwcanada,gue masih suka ga nyangka bakal ketemu haechan di masa masa covid tahun kemaren,saya  masih suka tidak  sangka  bakal ketemu haechan masa masa covid tahun kemarin ,I still don&#39;t think I&#39;ll meet Haechan during the Covid period last year
325,2022-10-31 15:48:18+00:00,mascupcup,kantormu kok ws ndisiki persiapan covid,kantormu kok ws ndisiki persiapan covid,Why is your office investigating Covid preparations?
326,2022-10-31 15:47:55+00:00,batamtoday,ketua dpr minta euforia kerumuman massa pasca covid-19 mereda harus jadi perhatian,ketua dpr minta euforia kerumuman massa pasca covid-19 mereda harus perhatian,"the chairman of the DPR asked for the euphoria of the mass crowd after the Covid-19 subside, we must pay attention"
327,2022-10-31 15:47:43+00:00,YatimPiatu___,hindarilah kerumunan waspadalah dengan covid jangan terlalu berkerumun,hindarilah kerumunan waspadalah covid jangan terlalu berkerumun,avoid the crowd beware of covid don&#39;t crowd too much
328,2022-10-31 15:47:42+00:00,komalkemil,seru bgt bacain qrt yg lewat aku jd inget ikutan sekali doang waktu itu nyobain pas lagi covid jd gabut trs dari situ lah hidupku berubah anzaaayy nih ketemu klen2 semua nih grgr ginian tp gamau drop gambarnya jelek bgt soalnya baru nyoba jg wktu itu jadi alay dan ga ahli,seru sangat  bacain qrt lewat saya jadi  ingat  ikutan sekali saja  waktu coba  pas covid jadi  menganggur terus  situ lah hidupku berubah anzaaayy ketemu klen2 semua grgr ginian tapi  tidak mau drop gambarnya jelek sangat  soalnya baru coba  juga  waktu  alay tidak  ahli,it was very exciting to read the qrt through me so I remembered to join in just once when I tried it during Covid so I was unemployed and there my life changed anzaayy meet clansmen all this but I don&#39;t want to drop the picture it&#39;s really bad because I just tried it when I was alay I&#39;m not an expert
329,2022-10-31 15:47:18+00:00,hajibriann,kenbung doang setauku pilek gak soalnya dulu pas gue covid sebadam sakit semua smape bisa tidur,kenbung saja  setauku pilek tidak  soalnya dulu pas saya  covid sebadam sakit semua smape bisa tidur,"bloating, as far as I know, I don&#39;t have a cold, because when I was in Covid, I was sick, everyone was able to sleep"
330,2022-10-31 15:46:43+00:00,Ghozillaaa,ig kesuspend tuh apes2an kayak covid untung enggak,ig kesuspend apes2an mirip  covid untung tidak ,IG Suspended Apes2an similar to Covid fortunately not
331,2022-10-31 15:46:34+00:00,WA_ynym,membuka pola pikir mayoritas yg buta dan tidak paham apa2 wow anda peneliti vaksin apakah hasil riset anda menunjukkan bhw vaksin covid berbahaya riset di lab ya bkn sc sana-sini,membuka pola pikir mayoritas buta tidak paham apa2 wow anda peneliti vaksin hasil riset anda menunjukkan bahwa  vaksin covid berbahaya riset lab bukan  sc sana-sini,open the mindset the majority are blind don&#39;t understand anything wow you are a vaccine researcher your research results show that the covid vaccine is dangerous lab research is not here and there
332,2022-10-31 15:46:28+00:00,ekbistangsel,kasus covid-19 di tangsel hari senin 31/10 bertambah lagi orang meninggal orang,kasus covid-19 tangsel hari senin 31/10 bertambah orang meninggal orang,Tangsel Covid-19 cases Monday 31/10 an increase in people died
333,2022-10-31 15:46:05+00:00,pemko_medan,update data pasien covid-19 di kota medansenin oktober kunjungi link dibawah untuk informasi tentang virus corona covid-19 lebih lengkap di kota medan,update data pasien covid-19 kota medansenin oktober kunjungi link dibawah informasi virus corona covid-19 lebih lengkap kota medan,"Update on Covid-19 patient data in Medan City, Monday October, visit the link below for more complete information on the Corona Covid-19 virus in Medan City"
334,2022-10-31 15:45:27+00:00,diskominfomedan,update data pasien covid-19 di kota medansenin oktober kunjungi link dibawah untuk informasi tentang virus corona covid-19 lebih lengkap di kota medan,update data pasien covid-19 kota medansenin oktober kunjungi link dibawah informasi virus corona covid-19 lebih lengkap kota medan,"Update on Covid-19 patient data in Medan City, Monday October, visit the link below for more complete information on the Corona Covid-19 virus in Medan City"
335,2022-10-31 15:44:36+00:00,Dj_Bams74,uang utang lari untuk rakyat contohnya bansos covid blm sampai kerakyat dikorupsi dulukan kata siapa bansos gk ada yg dikorupsiblm lagi proyek2 infrastruktur kalian pikir org kecil atau pribumi bs dapet tender tanpa lobi melobi,uang utang lari rakyat contohnya bansos covid belum  kerakyat dikorupsi dulukan kata siapa bansos tidak  dikorupsiblm proyek2 infrastruktur kalian pikir orang  kecil pribumi bisa  dapat  tender tanpa lobi melobi,"money owed by the people, for example, social assistance for Covid, the people have not been corrupted first, who says social assistance is not corrupted? infrastructure projects, do you think that indigenous people can get tenders without lobbying?"
336,2022-10-31 15:44:35+00:00,PUANnews, euforia kerumuman massa pasca-covid harus jadi perhatian - - telusur //,euforia kerumuman massa pasca-covid harus perhatian - - telusur //,the euphoria of the post-covid crowd must be concerned - - browse //
337,2022-10-31 15:43:36+00:00,GarengMr,lab covid jg blm ditemukan,lab covid juga  belum  ditemukan,the covid lab has also not been found
338,2022-10-31 15:43:35+00:00,Numanazam17,covid nak buat comeback ke ,covid anak buat comeback,Covid children make a comeback
339,2022-10-31 15:42:58+00:00,galir_malati,wisuda online karena covid2 ulang tahun karantina karena kena covidmasyaallah nikmat,wisuda online covid2 ulang tahun karantina kena covidmasyaallah nikmat,online graduation covid2 birthday quarantine hit by covid masyaallah it&#39;s delicious
340,2022-10-31 15:42:57+00:00,galir_malati,besok udah bukan bulan oktober lagi udah habis bulan yang selalu di tunggu-tunggu tiap tahunnya tapi baru bulan ini yang ngerasa kaya sedih banget huhu yaps karena ulang tahun ku di tahun ini sakit covid benci banget sama covid wkwk,besok sudah  bukan bulan oktober sudah  habis bulan selalu tunggu-tunggu tiap tahunnya baru bulan merasa  kaya sedih sekali  huhu yaps ulang tahun ku tahun sakit covid benci sekali  sama covid wkwk,tomorrow is not october it&#39;s already the end of the month I always wait for every new month to feel rich so sad huhu yaps my birthday is sick covid hates covid so much wkwk
341,2022-10-31 15:41:06+00:00,riskiganesaaa,pernah minum ini sebelum berangkat ngantor karena gamau dikira kena covid tapi malah ketiduran di pantry smpe sore mau cek out,pernah minum berangkat ngantor tidak mau dikira kena covid malah ketiduran pantry sampai  sore mau out,"I once drank, went to work, didn&#39;t want to think I had Covid, instead I fell asleep in the pantry until I wanted to go out in the afternoon"
342,2022-10-31 15:40:00+00:00,mfadel22,mengakhiri oktober dengan kena covid lagi,mengakhiri oktober kena covid,ending october hit by covid
343,2022-10-31 15:39:52+00:00,jaya_wepi,perkembangan terbaru terkait situasi covid-19 di indonesia,perkembangan terbaru terkait situasi covid-19 indonesia,the latest developments regarding the Indonesian Covid-19 situation
344,2022-10-31 15:37:58+00:00,jaya_wepi,perkembangan terbaru terkait situasi covid-19 di indonesia,perkembangan terbaru terkait situasi covid-19 indonesia,the latest developments regarding the Indonesian Covid-19 situation
345,2022-10-31 15:37:38+00:00,ohmyviii,biasalah lama tak sambut sebab covid tahun sebelum ni,biasalah lama tak sambut covid tahun ini ,it&#39;s normal not to welcome covid this year
346,2022-10-31 15:37:07+00:00,radarbangsa_com,warga ri terima vaksinasi covid dosis booster capai orang,warga ri terima vaksinasi covid dosis booster capai orang,RI residents receive booster doses of Covid vaccinations reaching people
347,2022-10-31 15:35:53+00:00,julsunbaenim,nak demam rasa mcm simptom nk kena covid dulu,anak demam rasa macam  simptom nk kena covid dulu,A child with a fever feels like a symptom of getting covid first
348,2022-10-31 15:33:52+00:00,BhagyeshKshire,udega upar bullish expectation lekin sambhal ke covid abhi gaya nahi,udega upar bullish expectation lekin sambhal covid abhi gaya nahi,udega upar bullish expectation lekin sambhal covid abhi gaya nahi
349,2022-10-31 15:32:51+00:00,Dinar019,soalnya udh pada meninggal kena covid,soalnya sudah  meninggal kena covid,because he died of covid
350,2022-10-31 15:32:20+00:00,msnanorm,percaya rekan kerjaku ada yg sampai meninggal karena long covid,percaya rekan kerjaku meninggal long covid,believe my co-worker died long covid
351,2022-10-31 15:31:33+00:00,matzakon,covid ke ape ni semua jadi tasteless,covid ape ini  semua tasteless,covid ape these are all tasteless
352,2022-10-31 15:29:54+00:00,YOON7IDDIES,same rambut ngga diapa apain rontoknya sampe ratusan kalo keramas sampe clogged gitu saluran airnya trs kek gabisa fokus gitu gasi suka hahohahi dan bawaanya capek capek capek bgt sempet berenti sepedaan bln abis covid krn ga kuat,same rambut tidak  diapa apain rontoknya ratusan kalau  keramas clogged begitu  saluran airnya terus  kek tidak bisa fokus begitu  gasi suka hahohahi bawaanya capai  capai  capai  sangat  sempet berhenti  sepedaan bulan  abis covid karena  tidak  kuat,"The hair is the same, what&#39;s wrong with the hundreds of hair loss if you wash your hair it&#39;s clogged as soon as the drains keep on like you can&#39;t focus as soon as you like it hahohahi it&#39;s too heavy to reach it can stop cycling a month after covid because it&#39;s not strong"
353,2022-10-31 15:29:39+00:00,agussumantri_17,yaaa begitulah nganter nyawa secara gak langsung karna sudah merasa bebas padahal di luar masih berbahaya yaitu yaa itu perbuatan yg di buat rame2 padet2 yakkan lebih cepat dari covid-19,yaaa begitulah antar  nyawa tidak  langsung karena  merasa bebas padahal luar masih berbahaya yaa perbuatan buat ramai-ramai  padet2 yakkan lebih cepat covid-19,"yeah, that&#39;s how life is not directly because you feel free even though outside it&#39;s still dangerous, okay, what to do for a lot of people, it&#39;s faster for Covid-19"
354,2022-10-31 15:29:33+00:00,tidakbobo,pasca covid napasku suka tersengal-sengal kaya org abis marathon udh gt suka bgt kena flu sampe bersin berkali2 sesak bgt dada,pasca covid napasku suka tersengal-sengal kaya orang  abis marathon sudah  begitu  suka sangat  kena flu bersin berkali2 sesak sangat  dada,"post-covid, my breath is wheezing, like a person after a marathon, I really like it, I really get the flu, sneezing many times, my chest is very tight"
355,2022-10-31 15:28:38+00:00,Hamim_Ortega,di negara kadrunesia malah itu dibilang akibat vaksin covid sementara kejadian serupa pernah terjadi saat ibadah haji tahun kalau tidak salah yang terkenal dengan tragedi terowongan harotsul lisan korbannya mencapai ratusan ribu meninggal dunia mayoritas dari indonesia,negara kadrunesia malah dibilang akibat vaksin covid kejadian serupa pernah terjadi ibadah haji tahun tidak salah terkenal tragedi terowongan harotsul lisan korbannya mencapai ratusan ribu meninggal dunia mayoritas indonesia,"The Kadrunesia state is even said to be due to the Covid vaccine. A similar incident has occurred during the year&#39;s Hajj pilgrimage, which is not wrong."
356,2022-10-31 15:28:36+00:00,alvinrio_1501,ya emang gimana yak covid anggarannya gede insentif beda dengan gaji pokok semakin banyak dicovidkan semakin yg nanganin joget tiktok kecapean edukasi bebal gimmick alias cuan tok su,memang  gimana yak covid anggarannya gede insentif beda gaji pokok semakin banyak dicovidkan semakin nanganin joget tiktok kecapean edukasi bebal gimmick alias cuan tok su,"really, how about covid, the budget is big, the incentives are different, the basic salary is, the more people are infected, the more they handle dancing on tiktok, tired of education, stupid gimmicks, aka cuan tok su"
357,2022-10-31 15:26:55+00:00,teddybearkecik,bjrittttt gwsss jgn covid,bjrittttt gwsss jangan  covid,"bjrittttt gwsss, don&#39;t covid"
358,2022-10-31 15:26:38+00:00,DIMAS351091722,pengangguran yg mana saya dari th semenjak covid masih menganggur susah dapat kerja,pengangguran mana saya th semenjak covid masih menganggur susah dapat kerja,"I&#39;ve been unemployed since covid, still unemployed, it&#39;s hard to get a job"
359,2022-10-31 15:25:32+00:00,IndonesiaYangon,untuk informasi lebih lanjut mengenai covid-19 di myanmar dapat mengunjungi website,informasi lebih lanjut mengenai covid-19 myanmar dapat mengunjungi website,Further information about covid-19 Myanmar can visit the website
360,2022-10-31 15:25:12+00:00,haruminimas,me survive these years becoming covid virgin tau tau ketemu manulita,me survive these years becoming covid virgin tahu  tahu  ketemu manulita,me survive these years becoming covid virgin know know meet manulita
361,2022-10-31 15:25:11+00:00,IndonesiaYangon,jumlah kasus positif kumulatif yang ditemukan di myanmar sejak maret sebanyak kasus pasien positif covid-19 yang sembuh sebanyak orang dan pasien positif covid-19 dilaporkan meninggal dunia,jumlah kasus positif kumulatif ditemukan myanmar sejak maret sebanyak kasus pasien positif covid-19 sembuh sebanyak orang pasien positif covid-19 dilaporkan meninggal dunia,the cumulative number of positive cases found in Myanmar since March as many as cases of positive Covid-19 patients recovered as many as positive cases of Covid-19 reported dead
362,2022-10-31 15:24:52+00:00,mademewondering,samaaku kena reading slump  juga semenjak covid  lebih ke gak niat hidup in general sih saking stressnya masa itutapi kemaren pas dapat cinderella addiction juga malah kurleb jam selesai,samaaku kena reading slump semenjak covid lebih tidak  niat hidup in general saking stressnya masa itutapi kemarin  pas dapat cinderella addiction malah kurleb jam selesai,"with me, I got a reading slump since Covid, I had no intention of living in general, it was so stressful at that time, but yesterday, when I got Cinderella addiction, it ended at the end of the hour"
363,2022-10-31 15:24:50+00:00,IndonesiaYangon,update situasi terkini perkembangan di myanmar per tanggal oktober berdasarkan data kementerian kesehatan myanmar jumlah kasus covid-19 aktif sampai oktober pukul 00 waktu setempat terkonfirmasi sebanyak kasus,update situasi terkini perkembangan myanmar per tanggal oktober berdasarkan data kementerian kesehatan myanmar jumlah kasus covid-19 aktif oktober pukul 00 waktu setempat terkonfirmasi sebanyak kasus,"update on the latest situation of developments in Myanmar as of October based on data from the Ministry of Health of Myanmar, the number of active Covid-19 cases in October at 00 local time confirmed as many as 1,000 cases"
364,2022-10-31 15:23:46+00:00,AguswidodoJpeg,covid jancok mung digawe bisnis ,covid jancok mung digawe bisnis,covid is only made for business
365,2022-10-31 15:23:30+00:00,kelljoey15,haduuuh terkadang dokter memberikan info yg akurat terkadang info pembodohan yg namanya jantung paru hingga pembuluh darah jelas berbeda dok kalau itu semua sama di sebutnya apa dok sepertinya efek belum dapat amplop dr pemerintahterkait covid,haduuuh terkadang dokter memberikan info akurat terkadang info pembodohan namanya jantung paru hingga pembuluh darah jelas berbeda dok semua sama sebutnya apa dok sepertinya efek belum dapat amplop dari  pemerintahterkait covid,haduuuh sometimes the doctor gives accurate information sometimes the info is duping the name heart of the lung until the blood vessels are clearly different docs all call the same thing doc it looks like the effect of not getting an envelope from the government related to covid
366,2022-10-31 15:22:44+00:00,noraneniyu,ternyata aku covid,ternyata saya covid,Turns out I have Covid
367,2022-10-31 15:22:29+00:00,imajinasi420,ini aneh dah di kerjaan gw pada batuk pilek kaya covid,aneh sudah  kerjaan saya  batuk pilek kaya covid,It&#39;s strange that my job is coughing up a cold like Covid
368,2022-10-31 15:20:30+00:00,hxrrypotter__,deria rasa hilang badan suam suam kuku batuk positive covid lagi ke,deria rasa hilang badan suam suam kuku batuk positive covid,"sense of feeling lost, body lukewarm, cough positive covid"
369,2022-10-31 15:20:17+00:00,pikobar_jabar,simak pula data pengujian covid-19 terkini di jawa barat,simak data pengujian covid-19 terkini jawa barat,see West Java&#39;s latest Covid-19 test data
370,2022-10-31 15:19:37+00:00,hsnsaputro,klo sertifikat vaksin covid tidak digunakan sebagai syarat macem2 apakah anda mau untuk divaksin covid,kalau  sertifikat vaksin covid tidak digunakan syarat macem2 anda mau divaksin covid,if the covid vaccine certificate is not used with various conditions you want to be vaccinated with covid
371,2022-10-31 15:19:24+00:00,alvinrio_1501,hahah langsung di ultimodelan pasti disalah artikan covid mulu,hahah langsung ultimodelan disalah artikan covid terus ,hahah directly ultimodelan misinterpreted covid continues
372,2022-10-31 15:18:17+00:00,ElidaLtoruan,first bias  chenfirst album  dftffirst pc  chanyeol dftf  xiumin dftf first music video  love shot di racuni orang yang nggk aku kenal jadi nggak terpengaruh karena nggak suka lihat cowok bisa jogetfirst era as fans  era covid-19 exo hiatus juli,first bias chenfirst album dftffirst pc chanyeol dftf xiumin dftf first music video cinta shot racuni orang tidak  saya kenal tidak  terpengaruh tidak  suka lihat cowok bisa jogetfirst era as fans era covid-19 exo hiatus juli,first bias chenfirst album dftffirst pc chanyeol dftf xiumin dftf first music video love shot poison people i don&#39;t know unaffected don&#39;t like to see guys can dancefirst era as fans era covid-19 exo hiatus july
373,2022-10-31 15:18:11+00:00,br02vlogs,mod china me new virus brackout hua hn jo covid se gunah ghatak hn,mod china me new virus brackout hua hn jo covid se gunah ghatak hn,mod china me new virus breakout hua hn jo covid se gunah ghatak hn
374,2022-10-31 15:16:40+00:00,kimchi_wz,kesel bgt ya yg bagian nanyain covid masih ada shouldve responded kaya ok thanks kak gws and done,kesal  sangat  bagian nanyain covid masih shouldve responded kaya oke thanks kak get well soon and done,"very annoyed that the part of asking about covid still should&#39;ve responded like okay, thanks sis, get well soon and done"
375,2022-10-31 15:16:39+00:00,TheEagle_BEN,hahahakontradiktif buk semboyan covid itu3m mencuci tanganmemakai maskermenghidari kerumunan,hahahakontradiktif buk semboyan covid itu3m mencuci tanganmemakai maskermenghidari kerumunan,hahaha contradicting the motto of covid is 3m washing hands wearing a mask avoiding crowds
376,2022-10-31 15:15:52+00:00,yaneve07,dulu fobia kerumunan karena covid sekarang ganti fobia kerumunan tuk keselamatan bli,dulu fobia kerumunan covid sekarang ganti fobia kerumunan tuk keselamatan beli ,"Previously, the phobia of the Covid crowd is now changing to the phobia of the crowd for safety buying"
377,2022-10-31 15:15:24+00:00,Marchenavile,mutual ak jaman2 baru awal covid kmn aja ya udh pada sibuk kyk na,mutual saya  jaman2 baru awal covid kemana  saja  sudah  sibuk seperti  na,"My mutuals, at the start of Covid everywhere, are already as busy as na"
378,2022-10-31 15:14:02+00:00,ddh4naa,lah fia kl ada yg covid lgsg balik online kh,lah fia kalau  covid langsung  balik online kh,fia if covid goes back online right away
379,2022-10-31 15:13:00+00:00,ajinovianto,kl saya jln napas jd lebih sempit dibanding sebelum kena covid aeperti ada penebalan lapisan hidung jd kl olahraga jln kaki hrs membesarkan lubang hidung spy oksigen bs lbh byk masuk,kalau  saya jalan  nafas  jadi  lebih sempit dibanding kena covid aeperti penebalan lapisan hidung jadi  kalau  olahraga jalan  kaki harus  membesarkan lubang hidung supaya  oksigen bisa  lebih  banyak  masuk,"if I have a narrower airway than getting COVID, it&#39;s like thickening the lining of my nose, so if I do walking, I have to enlarge my nostrils so that more oxygen can enter"
380,2022-10-31 15:12:59+00:00,MuchamadFajarF,wah disini lagi covid aja maksa nonton koh,wah disini covid saja  maksa nonton koh,"Wow, just Covid here, you have to watch it"
381,2022-10-31 15:12:46+00:00,wjejjp,udah lama ga denger bulol itu istilah bucin tolol ngetren bgt jaman covid,sudah  lama tidak  dengar  bulol istilah budak cinta tolol ngetren sangat  jaman covid,"It&#39;s been a long time since I&#39;ve heard the term stupid love slave, it&#39;s very trending during the Covid era"
382,2022-10-31 15:12:05+00:00,HensemAdam1,ingatkan positive covid test result,ingatkan positive covid test result,remind positive covid test results
383,2022-10-31 15:11:45+00:00,__mrskrd,/10 krn kena covid bs rebahan minggu di rmh wqwqwq luv,/10 karena  kena covid bisa  rebahan minggu rumah  wqwqwq cinta,/10 because of being hit by covid can lay down at home Sunday wqwqwq love
384,2022-10-31 15:11:15+00:00,IsleyPejuang,mmg covid makin naik balik skang lah kak tp symptom teruk dah la cuma bimbang jgk batuk2 tu tau2 covid,memang  covid makin naik balik skang lah kak tapi  symptom teruk sudah  la cuma bimbang jgk batuk2 itu  tau2 covid,"It&#39;s true that covid is increasing, sister, but the symptoms are already bad, I&#39;m just worried about the cough, you know it&#39;s covid"
385,2022-10-31 15:11:03+00:00,ohelluhye_,batuk sebab covid nii sampai sakit dadaaaa sumpahh,batuk covid nii sakit dadaaaa sumpahh,coughing covid nii chest pain I swear
386,2022-10-31 15:10:44+00:00,gitaa_jf,kia semangattttt ya istirahat yang cukup sering2 berjemur makan makanan yg sehat minum obat teratur ya know sakitnya kena covid gmn tapi tetep jangan nyerah semangat semoga lekas sembuh ya,kia semangattttt istirahat cukup sering2 berjemur makan makanan sehat minum obat teratur know sakitnya kena covid bagaimana  tetap  jangan nyerah semangat semoga lekas sembuh,"Kia is excited to get enough rest, sunbathe, eat healthy food, take medicine regularly, you know how sick you are with Covid, how to keep it, don&#39;t give up, hope you get well soon"
387,2022-10-31 15:10:37+00:00,mediaindonesia,kasus covid-19 di dki kembali naik kasus xbb capai kasus,kasus covid-19 dki naik kasus xbb capai kasus,dki covid-19 cases increase xbb cases reach cases
388,2022-10-31 15:08:26+00:00,Honeyda14,di ln byk yg ungkap efek vaksin covid lbh dr item sdh dipublikasi kalau nyari data di indo mah mana bisa ga pernah ada pendataan thd korban vaksin kalaupun ada yg ngalami yg disalahin komorbid atau yg lainnya,ln banyak  ungkap efek vaksin covid lebih  dari  hitam  sudah  dipublikasi cari  data indo mah mana bisa tidak  pernah pendataan terhadap  korban vaksin kalaupun ngalami disalahin komorbid lainnya,"ln many reveal the effect of the covid vaccine is more than black, it has been published, looking for Indo data, how can you never collect data on vaccine victims, even if you experience other co-morbid abuse"
389,2022-10-31 15:08:24+00:00,Hades_Kwan,cuci tangan yg bersih ya kak ingat masih pandemi covid-19 soalnya~,cuci tangan bersih kak ingat masih pandemi covid-19 soalnya~,"wash your hands clean, sis, remember, it&#39;s still a covid-19 pandemic, the problem is ~"
390,2022-10-31 15:07:59+00:00,Poldakaltim,update kasus covid-19 di kaltim per tanggal oktober jam witasumber  dinas kesehatan provinsi kaltim provkaltim,update kasus covid-19 kaltim per tanggal oktober jam witasumber dinas kesehatan provinsi kaltim provkaltim,"East Kalimantan Covid-19 case update as of October, WITA, East Kalimantan Provincial Health Office, East Kalimantan"
391,2022-10-31 15:07:58+00:00,kpknlkendari,terima kasih kepada seluruh pegawai pemerintah non pegawai negeri sipil kpknl kendari yang telah bekerja dengan sangat baik terutama tahun terakhir semenjak pandemi covid-19 dan sekarang masa pemulihanbingkisan ini sekaligus merupakan rasa syukur untuk memperingati hari oeang,terima kasih kepada seluruh pegawai pemerintah non pegawai negeri sipil kpknl kendari telah bekerja sangat baik terutama tahun terakhir semenjak pandemi covid-19 sekarang masa pemulihanbingkisan sekaligus merupakan rasa syukur memperingati hari oeang,"Thank you to all government employees, non-civil servants, Kpknl Kendari, for working very well, especially in the last year since the Covid-19 pandemic, now the recovery period for gifts is also a form of gratitude for commemorating the oeang day."
392,2022-10-31 15:07:53+00:00,Sindibukain,kl itung2misal tiap drop parah berhari2trs gw swabud professor covid ya,kalau  itung2misal tiap drop parah berhari2trs saya  swabud professor covid,"If that&#39;s the case, for example, every drop is severe for days, I will Swabud Professor Covid"
393,2022-10-31 15:05:58+00:00,anafarhan0630,get well soon cikgu kat my campus pun dah start ada covid cases balik,get well soon cikgu kat my campus sudah  start covid cases balik,get well soon teacher at my campus has started covid cases back
394,2022-10-31 15:04:27+00:00,Aswicahyono,maapin saya ya kalau pernah berantem atau sok teu soal covid,maapin saya pernah bertengkar  sok teu soal covid,I&#39;m sorry I never fought so much about covid
395,2022-10-31 15:04:20+00:00,KIKOTAPASANDO,resumen covid-19 pa siman di di oktober2022,resumen covid-19 pa siman oktober2022,summary covid-19 tomorrow october2
396,2022-10-31 15:04:17+00:00,KIKOTAPASANDO1,resumen covid-19 pa siman di di oktober2022,resumen covid-19 pa siman oktober2022,summary covid-19 tomorrow october2
397,2022-10-31 15:03:57+00:00,marsyjan,inget bgt pas sgg fest19 ad yg bilang mau nonton sggfest taun dpnalias  klo tulus dateng tp grgr covid gaada sggfest sampe taun skrg bnran tulus jd salah satu gueststarnya wgwkwk,ingat  sangat  pas sgg fest19 ad mau nonton sggfest taun dpnalias kalau  tulus datang  tapi  grgr covid tidak ada sggfest taun sekarang  bnran tulus jadi  salah satu gueststarnya wgwkwk,"I remember very well at SGG fest19 ad I want to watch SGGfest this year, if I&#39;m sincere, but grgr covid doesn&#39;t have SGGfest this year, it&#39;s true that I&#39;m one of the guest stars wgwkwk"
398,2022-10-31 15:03:26+00:00,jiminieramen,walang naramdamang symptoms ng covid pero naulanan dahil sinamahan kapatid sa acet,walang naramdamang symptoms ng covid pero naulanan dahil sinamahan kapatid sa acet,felt no symptoms of covid but it rained because my brother accompanied me to acet
399,2022-10-31 15:02:41+00:00,relevan_com_my,para penyelidik telah menganalisis kajian berbeza tentang berapa lama covid-19 boleh menjejaskan aktiviti senaman,penyelidik telah menganalisis kajian berbeza berapa lama covid-19 boleh menjejaskan aktiviti senaman,Researchers have analyzed different studies on how long covid-19 can affect exercise
400,2022-10-31 15:02:12+00:00,wjejjp,wah efek long covid apalagi jaman delta beneran sampe sekarang dada cepet sakit gampang ngosngosan pula,wah efek long covid jaman delta benar  sekarang dada cepat  sakit gampang ngosngosan,"wow, the effect of long covid during the delta era is true, now my chest hurts quickly, it&#39;s easy to feel short of breath"
401,2022-10-31 15:02:11+00:00,ranggasemeru5,turun karena yg pengangguran pada meninggal covid-19 data dari mana sih ini,turun pengangguran meninggal covid-19 data mana,decreased unemployment died covid-19 which data
402,2022-10-31 15:02:05+00:00,Kabar_Tangsel,buka brin-lde academy  benyamin davnie paparkan keberhasilan pemkot tangsel lewati pandemicovid-19,buka brin-lde academy benyamin davnie paparkan keberhasilan pemkot tangsel lewati pandemicovid-19,open brin-lde academy benyamin davnie describes the success of the Tangsel municipal government in passing the pandemicovid-19
403,2022-10-31 15:02:03+00:00,slavoskavia,bukannya liat ya cuma angkatan covid maren dikasi dispensasi aja gasi,bukannya liat cuma angkatan covid maren dikasi dispensasi saja  gasi,"instead of just looking at the Covid Maren force, they were given a dispensation"
