Tanggal,Username,Text
2022-10-31 13:41:04+00:00,disniff_,"alhamdulillah, terhindar dari covid... https://t.co/wftpX23geT"
2022-10-31 13:40:10+00:00,naamuuww,@convomf Tahun 2020 gue udah mau beli tiket billie eilish 2 juta nder tapi tour dia dibatalin gegara covid jadi LO KALO GA PILIH DAY2 ASTAGHFIRULLAHAL'ADZIM MERUGIIII
2022-10-31 13:40:07+00:00,Ainuul_Ishak,Tahu2 kena covid lagi 🥹👍🏻
2022-10-31 13:40:00+00:00,mediaindonesia,"Hal itu dapat dilihat dari komentar warga di akun Instagram Dinkes DKI yang mengeluhkan tidak mendapat kuota untuk bisa vaksin covid-19 di puskesmas.#mediaindonesia
#referensibangsa
#Vaksin

Sumber: https://t.co/69kMOmZ66S"
2022-10-31 13:39:42+00:00,vellaaafel,"ke tempat rame kena covid ❌
ke tempat rame kena cacar ✅"
2022-10-31 13:39:36+00:00,januar_juna,#covid #travel #repost hukum mati tidak bisa berantas korupsi https://t.co/5J4fQkhKUm
2022-10-31 13:38:43+00:00,SiberindoC,"DKI Jakarta Masih Terbanyak, Ini Sebaran 2.457 Kasus Baru Covid-19 di Indonesia https://t.co/Xx3CN7dIb9"
2022-10-31 13:36:16+00:00,beautynesia_id,"Angka Covid Naik Lagi di Sejumlah Negara, Varian Omicron XBB Diprediksi Puncaknya pada Januari 2023 https://t.co/i8KtatjvLz"
2022-10-31 13:35:50+00:00,ddalgieyo,"@jkhighnote @bitter_frappe @serenitys1004 @emillialnya2 @meiliawx @tanyarlfes wih lucky bgt! aku juga kesini pas sepi kok karena weekday trs jaman covid tp blm ppkm, tapi yg boleh masuk satu orang wkwk"
2022-10-31 13:34:56+00:00,Elsilumine,"@niniekiem Bjir 3 bulan wkwk
Tapi motorku pernah 8 bulan ga ganti oli sih, soalnya covid ga pernah keluar rumah jadinya secara KM masih belum 5000KM wkwk"
2022-10-31 13:34:20+00:00,songket_,Post covid ni takleh makan ??? Mesti nak 🤮 pastu jadi senak gila ??? Dah tiba masa utk diet kot
2022-10-31 13:34:03+00:00,Garanganalim77,"Rakyat selalu di teror dgn penyakit. Habis COVID-19 skrg terbit penyakit gagal ginjal yg korban nya sudah ratusan cak'na....

Aduuh, kok kyknya yg punya ruang bernapas enak hanya para pejabat di negara ini!"
2022-10-31 13:33:46+00:00,kecikpuaka,#PRU datang #Covid_19 pun datang 🤣🤣🤣🤣🤫👁
2022-10-31 13:32:42+00:00,sociotalker,"tahun lalu kita bikin survei ttg vaksinasi di jakarta. hasilnya udah terbit di jurnal. kesimpulannya, vaccine intention warga sangat tinggi. ini salah satu keberhasilan pemprov dki dlm penanganan covid dgn kepemimpinan yg berbasis sains. https://t.co/AxZg7sFYQq"
2022-10-31 13:31:47+00:00,InfoKinimks,"Ingatkan Munculnya Varian Baru Covid-19, Walikota Makassar: Jangan Lengah https://t.co/E3DjAquTlu"
2022-10-31 13:31:42+00:00,imaqqq,Masih ga paham kenapa orang meninggal penyebab udah jelas dikait2in sama vaksin covid
2022-10-31 13:31:18+00:00,raxipjasry,lepas kena covid 2 kali kerap dpt demam😔
2022-10-31 13:31:10+00:00,gmail_great,"@dr_koko28 Gue long covid sering meriang, napas ngos-ngosan, makan kayak ada pait-paitnya. Sangking lamanya jadi terbiasa tiba2x ilang sendiri. Ada kali 6-8 bulan. Nyebelin nih penyakit."
2022-10-31 13:30:15+00:00,AyoGerakBareng,"Ada begitu banyak yang berubah ketika pandemi covid-19 melanda Dunia. Mulai dari perubahan sosial, interaksi publik hingga kegiatan-kegiatan keagamaan termasuk peribadatan umat Islam 👉 Virus Corona, Ramadhan, dan Perubahan Tradisi Selama Ramadhan https://t.co/BtNCGqEVZI #COVID19 https://t.co/6R7jIUtBUd"
2022-10-31 13:30:04+00:00,Ariefboediman,@mampull Jarene covid ke 4x nyaa kata wira
2022-10-31 13:30:00+00:00,akuratco,Susi menjelaskan jika Kuat Ma'ruf ke Magelang usai dia terkena Covid-19. https://t.co/j05GqJBU7M
2022-10-31 13:29:47+00:00,dissoriented,"@hiim_one @dr_koko28 Saya full vaksin 1 + 2 + booster, justru gejala jadi sangat ringan. Lepas 10 hari udah langsung negatif, abis itu ga ada gejala apa apa lagi. Keluarga yang blm sempat vaksin dan terlanjur covid malah butuh 3-6 bulan buat balikin indra perasa dan penciumannya."
2022-10-31 13:29:29+00:00,Irfan_Cowgan,@zoelfick Kenapa para tersangka mesti pake masker sich. Ini sdh tdk covid lg. Apa kalian coba maen2 hukum dng mereka itu
2022-10-31 13:29:19+00:00,MalangCityExpo,"Polisi Kembali Panggil Wisatawan Covid-19 Keluyuran di Kota Malang

https://t.co/6mBZsc3zDo"
2022-10-31 13:27:35+00:00,clairedeyue,"@Askrlfess Merknya Vectrine. Mahal sih nder. Cuma dari dulu aku minum itu, saat covid pun dikasih itu sama obat paru.

Fyi aku kalo batuk bisa sampe berbulan2 krn ada bronkitisnya."
2022-10-31 13:27:27+00:00,WiniYlita,@dinadimu Punya ku sampe kadaluwarsa gegara gak pernah lipstikan pas covid masih tinggi krn gak keluar rumah dan sll maskeran 🤣
2022-10-31 13:26:49+00:00,mredzuankhalid_,@izdihar_muhd setiap tempat keje baru mmg nak dimulai dgn covid eh
2022-10-31 13:26:26+00:00,nethology,gw covid aj dimarahin https://t.co/Z72ijneqUq
2022-10-31 13:26:15+00:00,AakashMBfan,"Post Covid #AMBMultiplex Gross

#RRR - 4.36Cr
#SVP - 2.04Cr
#KGF2 - 1.61Cr+
#Pushpa - 1.41Cr
#BheemlaNayak - 1.23Cr
#Akhanda - 1.18Cr
#LoveStory - 1.02Cr
#Kantara - 98L*
#GodFather - 89L"
2022-10-31 13:26:08+00:00,matkoplak77,"Rakyat yg mana yg kln bela apa yg sdh kalian berikan untuk kami ,
Dimana kamu saat covid 19 ?
Dimana kamu saat presiden sebelumnya diam saja indonesia dpt 9 % dari freeport ? Kalian gak layak jd rakyat indonesia ,
Kalian Haters krn tdk punya kesempatan dlm pemerintahan .

KADRUN https://t.co/KgPAYSJzAp"
2022-10-31 13:24:47+00:00,Ramjits,"@Iyankarthikeyan Sollunga Iyan, Vera Enna seiyalaam. Covid maadhiri nu kadhai vidanuma or Back pain nu hospital poi padukanuma??"
2022-10-31 13:24:26+00:00,heraldindo,Kemenkes Catat COVID-19 Varian XBB di Indonesia Bertambah Jadi 8 Kasus https://t.co/PwSWd1s4sT
2022-10-31 13:24:06+00:00,bobaeee_,"Yang gua pikirin sekarang 
“ ini gua kena covid apa kaga yaa ?"
2022-10-31 13:24:04+00:00,nethology,gw covid kli ya
2022-10-31 13:23:53+00:00,LBercerminMata,"@lady_bugg11 tkde,mmg kes covid tgh naik. kwn fb aku kena, adik aku pun. kkm kata sgt digalakkan pakai face mask skrg. nak berkempen ke,nak mengundi ke nanti pakai face mask. msia tgh kes menaik,gelombang kecil. sama mcm spore."
2022-10-31 13:22:31+00:00,senangsemak,"@aizuddin_twider Ya, bermula COVID-19 dan seterusnya pelbagai bencana berlaku. Orang sekeliling pun sikit demi sikit ada yang pergi. Kebanyakannya sebab sesak nafas. Mungkin Tuhan nak mengingatkan kita tentang mati."
2022-10-31 13:22:23+00:00,MShafarS,@brgsjks Genap setahun kena covid. 3 bulan pertama memang struggle cepat penat. Skrg alhamdulillah dah ok.
2022-10-31 13:22:22+00:00,goodbygonebd,"@soobin_ggyu Klo aku dr sd udh suka kpop denger sekilas ttg txt debut tp itu pas aku jd maba kek yaudah, trs pas covid aku nge rp dan jd manajer di dorm txt jd tau deh txt"
2022-10-31 13:22:09+00:00,nutjoonie,ngocok dalgona awal awal covid. jadi kaga pegel iya 💁‍♂️ https://t.co/78hC8pLv5i
2022-10-31 13:21:34+00:00,BankDunia,"Bagaimana teknologi pendidikan membantu guru 🇮🇩mengajar dengan fleksibel, efektif selama dan setelah pandemi COVID-19?  

Cari tahu: https://t.co/13B7wVOOhn #EdTech https://t.co/G3qu8jdnVd"
2022-10-31 13:21:18+00:00,BerkatPenyayang,"Stay safe everyone. Rumours mengatakan jangkitan covid akan meningkat 😷

I am one of them just symptoms"
2022-10-31 13:21:04+00:00,Bisniscom,"Disney Shanghai Mendadak Ditutup Gara-Gara Covid-19, Pengunjung Terisolasi https://t.co/lzFSbpViLb"
2022-10-31 13:20:32+00:00,bananaspiltz,"Demi allah panik bgt,gua berobat karna pas batuk nyesek bgt. Taunya malah dicek covid anjg😭😭😭

Plis bgt jangan kenapa napa,soalnya gua besok ada presentasi wkwk"
2022-10-31 13:20:10+00:00,0xzUlai_winn,"@chelseaariani @DokterTifa Bukan takut covid sih orang di vaksin karena gak bisa kemana, ngelamar kerja aja pake vaksin, naek kereta juga"
2022-10-31 13:19:51+00:00,hardiansysh2,"@CNNIndonesia Aduh aduh.....ini sebetulnya menteri apa kacung sihhh,,,,,,kok ngomongnya bisa kebalikannya, yg asa semenjak covid 19,perusahaan2 pada tutup,usaha2 jd sepi,karena dilokdown,,,,rakyat gk bisa kemana2,,,kok bilang pengangguran jd turun"
2022-10-31 13:19:29+00:00,ngataujgya,"@unnesmenfess Alpara bagus nder, aku dr pas kena covid sampe skrg klo flu demam pake itu"
2022-10-31 13:19:20+00:00,wiensunan,@dr_koko28 Anak anak jg bisa long covid jg y dok...kmrn2  bapil tp g kayak biasany ternyta dites + ..kt dsa sblmny ud prnh kena....slm ini klo bapil biasa dg gejala biasa aj mkny g prnh tes🙃..
2022-10-31 13:18:38+00:00,yoesyushi,rindu nak mampos zaman diploma😭 baru nak merasa belajar dkt u tiba tiba covid siot betol https://t.co/hXbZsPjb57
2022-10-31 13:18:38+00:00,Rhemoony_,"Gue positif covid, Nala langsung di ungsiin kerumah Eyangnya. Tapi dapet kabar Nala nangis terus nyariin Maminya, udah gitu demam, muntah, ya Allah Nak hancur hati Mami 💔"
2022-10-31 13:18:08+00:00,BattingAdukunta,"RP 175 Gadi Dp Lo Unna Kodali Gadu 2004 Nundi Gudivada MLA ..
Gudivada - Vij Roddu Veyalekapoyadu..
Bokkalu Pudchalekapoyadu..

Covid Vacindi anta 2 Yrs..
DLM 😂😂Gallu https://t.co/iS1ayeYBQv"
2022-10-31 13:18:06+00:00,Harian_Jogja,"Covid-19 XBB Belum Ditemukan di Jogja, Sri Sultan: Tetap Waspada! https://t.co/O2V8EuK99Z #beritajogja #jogja #jogjaistimewa https://t.co/5RzYSLPtHC"
2022-10-31 13:17:53+00:00,kominfobogor,"Update data covid19 tgl 31/10/2022 pukul 14.45 WIB

Sumber: juru bicara Covid-19 Kota Bogor (Dinas Kesehatan Kota Bogor)

#pemkotbogor #dinkeskotabogor #bogorlawancorona #diskominfokotabogor https://t.co/Kp5ACVEHCZ"
2022-10-31 13:17:34+00:00,kominfobogor,"Update data covid19 tgl 30/10/2022 pukul 14.35 WIB

Sumber: juru bicara Covid-19 Kota Bogor (Dinas Kesehatan Kota Bogor)

#pemkotbogor #dinkeskotabogor #bogorlawancorona #diskominfokotabogor https://t.co/wqgWhUi4c8"
2022-10-31 13:16:56+00:00,PemkotaBogor,"Update data covid19 tgl 31/10/2022 pukul 14.45 WIB

Sumber: juru bicara Covid-19 Kota Bogor (Dinas Kesehatan Kota Bogor)

#pemkotbogor #dinkeskotabogor #bogorlawancorona #diskominfokotabogor https://t.co/zVPGArHscC"
2022-10-31 13:16:26+00:00,albiyaalvi697,@nissxajk Syukron niss. 🙏 pakai masker ya.. covid blm kelar.. hehe
2022-10-31 13:16:21+00:00,bruhyey92,Tak kebah2 demam ni bukan dia covid lagi
2022-10-31 13:16:05+00:00,soobin_ggyu,"Hmmm ehehe😁, mau sedikit cerita tentang bagaimana aku bisa kenal mereka 🐰🦊🐻🐿️🐧.
Awalnya sebelum taun 2020 aku ga pernah sama sekali yang suka namanya k-pop ya tapi cuma tau sekilas aja, terus pas covid itu kan pada online ya lah mulai dari situ awal aku kenal K-Pop (con...)"
2022-10-31 13:15:52+00:00,ivooxid,"Kasus Covid-19 Dunia Kembali Naik, Masyarakat Diminta Perketat Proses https://t.co/QF8N8gyppw"
2022-10-31 13:15:23+00:00,amnzailani,wahh dah kene covid suara terus koyak rabak
2022-10-31 13:12:05+00:00,namkookrising,@babecabiita Gejala long covid kali bang 😔
2022-10-31 13:11:43+00:00,republikaonline,Banyak warga membutuhkan vaksin Covid-19 untuk perjalanan jauh https://t.co/rYLVv3q9rm
2022-10-31 13:11:37+00:00,kominfomagetan1,Update Peta Sebaran COVID-19 Per 31 Oktober 2022 Pukul 19.00 WIB https://t.co/NVOqcsHyBF
2022-10-31 13:10:06+00:00,flonoviadinda,"@ravelitagst Aku merasa abis covid + booster kok daya tahan tubuhku lemah sekali🥲

Tahun lalu ga sakit sama sekali. Ini dua bulan sekali kok flu"
2022-10-31 13:09:05+00:00,_notyourgal,@malsooyaa Huaaa check covid takk? Aky oun dari semalam lemau ni
2022-10-31 13:09:02+00:00,DinAziz28,"@brgsjks Cepat penat dan lesu, bertarikh 31/10 harini aku kene covid buat kali kedua"
2022-10-31 13:07:52+00:00,bumnbatamhebat,"Peran Badan Usaha Milik Negara (BUMN) selama dan paska COVID-19, sebagai motor penggerak perekonomian nasional, telah dirasakan oleh seluruh lapisan masyarakat. 

#BUMNUntukG20 https://t.co/QpIpzHEJi5"
2022-10-31 13:07:05+00:00,wahyohloh,@ojolwinwis @siardhi @cebong_tolol @dr_koko28 @MayoClinic Padahal semenjak dibebaskan dari covid orang-orang jadi kena sindrom berkerumun desak-desakan
2022-10-31 13:06:07+00:00,aziah_aziez,Sudah2lah kita bercakap tentang kuasa! Berhentilah! Ayuh! Kita berxakap tentang pembinaan seula negara selepas Covid-19 melanda!! #Prihatin #BersihdanStabil #PNBEST https://t.co/xkhRu1LS3W
2022-10-31 13:05:40+00:00,fidahana,@566dymas kantor gw lg pd covid 😭‼️
2022-10-31 13:04:54+00:00,mirulzahar1,Terima kasih covid bagi aku rehat kjp..
2022-10-31 13:04:44+00:00,TabbySharif,@Anisadnvn No wonder dpt notification and tfikir beli apa. Tingah x masuk smggu. Kena covid again😭
2022-10-31 13:04:35+00:00,LionaNara,@dragoeinside @TarunaAdjie1 @HelmiFelis_ Buktinya mana dodol? Berapa banyak bandara internasional di RI? Pas covid penerbangan itu kuota penumpangnya cuma 50% karena jaga jarak. Trus itu 30 juta org masuk berapa ribu kali penerbangan? Apa bandara dibajak cuma masukin pesawat dari taiwan doang? Otak lu ilang! Cari sana!
2022-10-31 13:04:30+00:00,mediaindonesia,"Satgas: Kasus COVID-19 RI bertambah 2.457 orang. Menurut data Satgas Penanganan COVID-19 di Jakarta, hari ini, diketahui bahwa tambahan kasus positif terbanyak disumbang oleh DKI Jakarta, yaitu 822 orang.  https://t.co/CyQRG42ia9"
2022-10-31 13:03:25+00:00,jovan_apriel,"@fullmoonfolks Pas bapak meninggal, lagi heboh2nya covid. yg ngelayat kerumah satu dua doang.
Pas di bawa ke masjid buat di sholatkan, mesjid full banget gitu. Orang2 datang entah drmana.
Se ngak nya itulah cerita yg ku dengar dr abgku krn nga bisa mudik juga."
2022-10-31 13:03:15+00:00,Sofian42143091,@graceystore @Joker_Dodol @geloraco Klw melihat mundur ke belakang Covid sdh berjalan 3 Thn 2019-2022 artinya klw skrng umur si anak 4th mundur dikurangi 3 thn berarti si Anak itu umumnya baru 1thn Pasti si anak masih menyusui dan bs jdi ad virus dari efek vaksin didlm ASI si ibu itu yg masuk kedalam tubuh si Anak
2022-10-31 13:02:49+00:00,republikaonline,Beberapa daerah di Indonesia mengalami kelangkaan vaksin Covid-19. https://t.co/2V448ZNunz
2022-10-31 13:02:25+00:00,BrimobKepri,Personel Batalyon A Pelopor melaksanakan pengamanan RSKI Covid-19 Pulau Galang. Senin (31/10/2022) https://t.co/kds4tAcVE4
2022-10-31 13:02:23+00:00,thelivingtr,"@imqtsu Secara hakikat tak blh kita berkata demikian, sprmn tk blh kata covid menjangkiti (yakni scr hakikat) kerana sabda Rasulullah لا عدوى tiada penyakit berjangkit, tetapi tidak bermakna tidak boleh menyebut covid menjangkiti secara sebab. Penerangan lebih:

https://t.co/3dmtBHS8Jp"
2022-10-31 13:01:53+00:00,BrimobKepri,"""Mari Kita Patuhi Protokol Kesehatan""

Penerapan Protokol Kesehatan Covid-19 oleh Personil Satbrimob Polda Kepri di Jajaran Satbrimob Polda Kepri.

#stayhome 
#pakaimasker 
#staypositive 
#staysafeandhealthy🙏 https://t.co/ZbMRti95p7"
2022-10-31 13:01:44+00:00,king_jason_ori,"@AzminAli Min, ingat tak ucapan ko kat Perak masa zaman covid? Ko kata ramai akan mati jika PH memerintah. Rupanya ramai mati zaman ko perintah. Ingat tak? Kun fayakun. ALLAH BAYAR CASH"
2022-10-31 13:01:34+00:00,RidNgemil,@alvinlie21 @poldametrojaya @Poldametrojaya_ @ListyoSigitP @DivHumas_Polri Covid udah gak bahaya ya? Udah selesai dong pandeminya...
2022-10-31 13:01:08+00:00,berlianmedia1,"Pemerintah Kota (Pemkot) Semarang terus melakukan percepatan vaksinasi karena kasus Covid-19 kembali ditingkatkan.
https://t.co/Jq8wFpDYjk"
2022-10-31 13:00:52+00:00,tobiramabiha,covid benar2 hilang https://t.co/zjNiR9tULq
2022-10-31 12:59:57+00:00,TWILIGHTxCA,Aduh lagi covid kaga boleh deket deket https://t.co/xmkDwDr0ZO
2022-10-31 12:59:16+00:00,SINDOnews,"Covid-19 di Indonesia Hari ini Bertambah 2.457 Kasus, Meninggal 34 Orang

 #Sindonews #BukanBeritaBiasa .https://t.co/rvn8Pjki27"
2022-10-31 12:57:49+00:00,hyaxshin,"terakhir ketemu (msh ngobrol) yaa pas 2019 awal sblm covid. trs kita ketemu lg gk sengaja krna ak nyasar tu kira2 pas agustus kmrn deh. itupun cuma eye contact 3 detik, gatau doi msh kenal aku apa gk🙈 https://t.co/RVcc9tToMd"
2022-10-31 12:56:55+00:00,tfayaa,"Ternyata dia dulu masih pgn jadi si bolang/dora the explorer. Tp terhalang oleh covid jadi ga bisa explore
Yaudah akhirnya dia memutuskan utk nikah aja https://t.co/XPN6kwm4nH"
2022-10-31 12:55:55+00:00,minggudesu,"Saya alhamdulillah ngga pernah  kena covid bu, tapi jantung saya lemah gara2 chwe seungcheol
https://t.co/qeAH6ALsRa"
2022-10-31 12:55:54+00:00,ivon5972,"@DokterTifa Resesi gak seperti covid 19 buk. 
Resesi masih bisa di tanggulangi asal kita bisa menghemat pengeluaran dan gunakan produk lokal. 
Ekonomi masih bisa berjalan walaupun gak begitu sempurna."
2022-10-31 12:54:09+00:00,PKSJaksel,"Angka pengangguran masih tinggi sebanyak 8,40 juta jiwa. Tingkat pengangguran masih belum kembali kepada posisi sebelum pandemi Covid-19 sebesar 6,88 juta jiwa.

PKS mengingatkan pemerintah tingkat pengangguran usia muda di Indonesia merupakan yg tertinggi kedua di Asia Tenggara https://t.co/hyya7fKCxJ"
2022-10-31 12:53:41+00:00,RRIPrograma3,"Tetap Jaga Prokes Tren Kasus Covid-19 Naik

https://t.co/Ivrwi0lc5P"
2022-10-31 12:53:14+00:00,mardatilashfr,Asli sih ini covid 2.0 gejalanya lebih kerasa bikin lemes dari yg pertama dulu huhu plus batuk yg menyiksa🥺
2022-10-31 12:52:12+00:00,dianpermanax,"Update Covid-19 per 31 Oktober 2022: Positif 6.493.079, Sembuh 6.309.790, Meninggal 158.631 https://t.co/oMdxj1TFe2"
2022-10-31 12:52:10+00:00,jamal_ayob,"Kan??
Dan2 la covid meningkat !!
Ketandusan !! https://t.co/hnz3Zjaykc"
2022-10-31 12:51:32+00:00,Pusdalops_mgt,"Halo #SahabatTangguh berikut ini kami sampaikan update perkembangan Covid-19 per 31 Oktober 2022 di Kabupaten Magetan.
.
Ingat saat ini penyebaran Covid-19 masih berlangsung di tengah masyarakat. Kita bisa mengendalikan dengan bekerja bersama dan saling mendukung satu sama lain. https://t.co/QbqrlQteAn"
2022-10-31 12:51:16+00:00,hasyasr05,Last sejuk menggigil ni time demam kena covid awal tahun hari tu 🤧
2022-10-31 12:50:31+00:00,goseolcom,Puan Maharani: Euforia Kerumunan Massa Pasca-Covid Harus Jadi Perhatian https://t.co/PsG7dPORWq
2022-10-31 12:49:51+00:00,weeeklynaya,"isi space NYET 
1. ""yang covid kan gua, kok yg serak elu"" -yasa
2. ega nawarin tama buat oc umay yang space nya error due to dia host
3. tama dicariin
4. ega kalo bangun tidur eek dulu
5. YASA NGEGAS BGT TAEK
6. yang pake filter dikatain jelek mentang mentang tfa"
2022-10-31 12:49:27+00:00,SabrangSaputro,"Dalam beberapa tahun angka kemiskinan menurun. La ya bener kan dah terkikis covid, obat2an, dan tragedi2 lainnya. Pada ilang semua orang2annya"
2022-10-31 12:49:12+00:00,id_quarter,"6. IMF tahun 2023💵

Pada tahun 2023, di prediksi ekonomi dunia akan mengalami penurunan hingga 2,7%. Hal ini dikarenakan konflik antara Rusia-Ukraina dan efek Covid-19. https://t.co/tBB9vg9m0c"
2022-10-31 12:48:52+00:00,nienaaas,COVID ni buat I semput.
2022-10-31 12:48:25+00:00,sofearozaidi_,Covid is so 2020 🥲 letih nya dengar pasal covid ni most of people dah tak pedulik dah pun https://t.co/RMQ4WoHvDg
2022-10-31 12:47:57+00:00,haibundacom,Tidak banyak interaksi sosial selama pandemi Covid-19 disebut mengubah kepribadian seseorang. Apa Bunda juga merasakannya? Simak selengkapnya yuk. https://t.co/r5lXXN57C4
2022-10-31 12:46:48+00:00,techboy_88,@misikemarikh Politicians kat Beijing masih buat all this zero Covid policies sebab nak jaga air muka masing2. Nationwide vaccination programs dia kurang berjaya sbb warga emas dia lebih prefer telan ubat2 herba entah apa2.
2022-10-31 12:46:17+00:00,akunusam,Banyak antivaks dan rangorang ga percaya covid pada komen. https://t.co/slE6eXdh5v
2022-10-31 12:45:49+00:00,Hartini63612455,@Elangit9 @rerisabariah1 @sambardiah Sebelum pandemi covid dah tutup .. iya salah satunya salah management keuangan &amp; banyak faktor lain juga
2022-10-31 12:45:43+00:00,medcom_id,"82,81% Remaja Terproteksi Dua Dosis Vaksin Covid-19 https://t.co/yVQaIGG2WW"
2022-10-31 12:42:23+00:00,aasyichan,Aku close contact covid tapi aku asyik duk keluar masuk bilik aku 🥴 nak amik baju lah itu la ini lah. Hat kena nya duk lam bilik tu 😏. Apow nak jadi lah. Harap2 xkena tempias. Xreti pulak tiber nak jaga jarak.. 💩👽 puii diaa.
2022-10-31 12:41:53+00:00,_fetrianlim,"Tiap pulang begini sih wkwkw
Pas merantau lagi, rasanya hampa..
Apalagi pas covid kan ga pulang, tapi dikirimin makanan dari rumah. Pas buka paketnya lgsg nangis 🥲 https://t.co/yBg4z06ues"
2022-10-31 12:41:51+00:00,SiGaN9_,"@geloraco Dari 200 jt lebih org Indonesia, per jam, per hari, per bulan, per tahun, berapa banyak angka kematian? Gila saja kalau data ini buat pasien covid? Gagal ginjal, kecelakaan,diabetes? Yg tau pemerintah. Hhhh , masyarakat plonga plongo, berdebat di sosmed hhhhh"
2022-10-31 12:41:40+00:00,reogidaman,"@pnutbutterjeno flu demam batuk kak, takutnya covid"
2022-10-31 12:41:09+00:00,idithea,"@healthy13245678 gila masyarakat terus menerus d takut-takutin dengan varian baru covid. Kepentingan bisnis yg luar biasa. apa sebgi bngs gak ada pendirian? apa harus ikutin perkataan mereka yg notabene siklus kehidupan,budaya dan kondisi alamnnya berbeda dng kita."
2022-10-31 12:40:53+00:00,nurulhananiii,Lahh baru tinggal 2 hari terus covid.. dia tanya kita okay tak padahal diri sendiri tak okay
2022-10-31 12:40:18+00:00,AthirahShahran,Kenapa covid nii datang balik 😭 oenatla nak pakai pakai mask balik haih
2022-10-31 12:40:06+00:00,fakhrulrazi_m,Dekat pru tetiba kes covid meningkat. Pandai virus ni merancang kita je tak sedar .
2022-10-31 12:39:41+00:00,lensaRTV,"Berdasarkan data sebaran kasus Covid-19 di Indonesia per 31 Oktober 2022, kasus Covid-19 di Jakarta kembali tertinggi dengan penambahan jumlah kasus aktif sebanyak 822 pasien. Yuk #SayaBISADisiplinProtokolCovid19!

#JakartaKasusTertinggiCovid #UpdateCovid19
#YukVaksinCovid https://t.co/c41uwLHHCd"
2022-10-31 12:38:31+00:00,my_redrosie,@urjoblessfan Thanks. I pun tak sangkaaa sbb usually mmg I bit sensitive dgn cuaca. Tadi sbb ada press cakap kes covid naik. Tu saja check.
2022-10-31 12:38:19+00:00,bro_aLy9,"Siti Fadilah Curiga Vaksin Covid-19 Berhubungan dengan Gagal Ginjal Akut pada Anak
https://t.co/DOijDqGbqq"
2022-10-31 12:38:16+00:00,radarbangsa_com,Update Data COVID 19 di Indonesia Positif 2 457 Sembuh 2 309 https://t.co/SLpYj0Czj9
2022-10-31 12:38:01+00:00,cakra9901,"KARANGANYAR - Sertu Suparman beserta 2 anggota Koramil 02/Tasikmadu melaksanakan patroli PPKM protokol kesehatan bertempat di pasar Nglano, Tasikmadu guna memutus mata rantai Covid 19 dengan menerapkan 5M https://t.co/cdAvBpmUKd"
2022-10-31 12:37:40+00:00,cakra9901,"KARANGANYAR - Sertu Suparman beserta 2 anggota Koramil 02/Tasikmadu melaksanakan patroli PPKM protokol kesehatan bertempat di pasar Nglano, Tasikmadu guna memutus mata rantai Covid 19 dengan menerapkan 5M https://t.co/HasRo2ywS5"
2022-10-31 12:37:37+00:00,ttiirahhh,napa sakit ku mcm covid ani kan
2022-10-31 12:37:27+00:00,cakra9901,"KARANGANYAR - Sertu Suparman beserta 2 anggota Koramil 02/Tasikmadu melaksanakan patroli PPKM protokol kesehatan bertempat di pasar Nglano, Tasikmadu guna memutus mata rantai Covid 19 dengan menerapkan 5M https://t.co/kNs4azT76Z"
2022-10-31 12:37:12+00:00,cakra9901,"KARANGANYAR - Sertu Suparman beserta 2 anggota Koramil 02/Tasikmadu melaksanakan patroli PPKM protokol kesehatan bertempat di pasar Nglano, Tasikmadu guna memutus mata rantai Covid 19 dengan menerapkan 5M https://t.co/orkVbZgmCE"
2022-10-31 12:37:06+00:00,wawawa34567,@recehtapibagus @meddyDLuffy @AREAJULID Ini bukan bencana alam. Lebih tepatnya manusia cari validasi. Semerawut setelah dibebaskan dari covid over kapasitas berkerumun jebakan desakdesakkan
2022-10-31 12:37:05+00:00,ing_rimm,"Serem banget case selebtok awalnya dibuka sama Assitant Om nya. Makanya kalo cari Assitant itu yg bisa dipercaya, kayak saya punya pengalaman 12th sbg Aspri. Sekarang lagi nganggur krn terdampak covid, boleh DM yg butuh Aspri ya. Bekerja dengan sangat Profesional pokoknya."
2022-10-31 12:37:05+00:00,TimeliNews,JagatReview: Sejumlah Buruh “Pabrik iPhone” Kabur Saat Isolasi COVID https://t.co/91dPk32KVg
2022-10-31 12:36:18+00:00,nasrisuezta,"@sudadmono @geloraco Dan ibu itu, sangat mendukung vaksin nusantara, salah satu vaksin covid juga. https://t.co/dChGfrdK0k"
2022-10-31 12:36:14+00:00,lensaRTV,"Kasus Covid-19 alami kenaikan hingga 2.457. Sementara itu total pasien konfirmasi corona di Indonesia mencapai 6.493.079 orang, jumlah pasien sembuh 6.309.790 orang dan 158.641 orang lainnya meninggal dunia. Sementara jumlah suspek 2.916 orang dan spesimen 57.034 orang. https://t.co/vLDHvlgloO"
2022-10-31 12:36:05+00:00,Bisniscom,"Covid-19 Indonesia 31 Oktober: Kasus Positif 2.457, Sembuh 2.309, Meninggal 34 https://t.co/9NiLDorqy9"
2022-10-31 12:35:25+00:00,zerofour40,"@txtdrpemerintah jelas mereka pada meninggal
atau survei terlalalu malas karena takut covid akhirnya di tulis bekerja saja"
2022-10-31 12:34:39+00:00,Dexilious95,Coooook 😭 aing aja antigen sesudah covid ga dibayarin perusahaan cooook https://t.co/LgLeCkTiTi
